1	192.168.96.1	admin1	ddmir4	2467	2023-12-23 09:31:09	2023-12-23 10:12:16	5
1	192.168.96.1	t001	dd02	394	2023-12-23 10:34:13	2023-12-23 10:40:47	5
1	192.168.96.1	t001	dd02	1141	2023-12-23 10:41:33	2023-12-23 11:00:35	5
1	192.168.96.1	t001	dd02	446	2023-12-23 11:01:18	2023-12-23 11:08:44	5
1	192.168.96.1	t001	dd02	26	2023-12-23 11:09:37	2023-12-23 11:10:03	5
1	192.168.96.1	t001	dd02	129	2023-12-23 11:10:57	2023-12-23 11:13:06	5
1	192.168.96.1	t001	dd02	15	2023-12-23 11:14:42	2023-12-23 11:14:58	5
1	192.168.96.1	t001	dd02	256	2023-12-23 11:16:10	2023-12-23 11:20:26	5
1	192.168.96.1	t001	dd02	306	2023-12-23 11:20:27	2023-12-23 11:25:33	5
1	192.168.96.1	t001	dd02	482	2023-12-23 11:25:55	2023-12-23 11:33:57	5
1	192.168.96.1	t001	dd02	570	2023-12-23 11:35:27	2023-12-23 11:44:57	5
1	192.168.96.1	t001	dd02	823	2023-12-23 11:46:00	2023-12-23 11:59:43	5
1	192.168.96.1	t001	dd02	1264	2023-12-23 12:07:05	2023-12-23 12:28:09	5
1	192.168.96.1	t001	dd02	345	2023-12-23 12:31:12	2023-12-23 12:36:58	5
1	192.168.96.1	t001	dd02	271	2023-12-23 12:36:58	2023-12-23 12:41:30	5
1	192.168.96.1	t001	dd02	572	2023-12-23 12:41:30	2023-12-23 12:51:02	5
1	192.168.96.1	t001	dd02	78	2023-12-23 12:51:02	2023-12-23 12:52:21	5
1	192.168.96.1	t001	dd02	119	2023-12-23 12:52:21	2023-12-23 12:54:21	5
1	192.168.96.1	t001	dd02	83	2023-12-23 12:54:21	2023-12-23 12:55:45	5
1	192.168.96.1	t001	dd02	202	2023-12-23 12:55:45	2023-12-23 12:59:07	5
1	192.168.96.1	t001	dd02	135	2023-12-23 12:59:10	2023-12-23 13:01:26	5
1	192.168.96.1	t001	dd02	134	2023-12-23 13:01:26	2023-12-23 13:03:41	5
1	192.168.96.1	t001	dd02	57	2023-12-23 13:03:41	2023-12-23 13:04:38	5
1	192.168.96.1	t001	dd02	541	2023-12-23 13:04:39	2023-12-23 13:13:40	5
1	192.168.96.1	t001	dd02	841	2023-12-23 13:13:40	2023-12-23 13:27:42	5
1	192.168.96.1	t001	dd02	93	2023-12-23 13:27:43	2023-12-23 13:29:16	5
1	192.168.96.1	t001	dd02	767	2023-12-23 13:29:16	2023-12-23 13:42:04	5
1	192.168.96.1	t001	dd02	1194	2023-12-23 13:42:04	2023-12-23 14:01:58	5
1	192.168.96.1	t001	dd02	883	2023-12-23 14:01:59	2023-12-23 14:16:42	5
1	192.168.96.1	admin1	ddmir4	12385	2023-12-23 14:24:53	2023-12-23 17:51:19	5
1	192.168.96.1	admin1	ddmir3	244	2023-12-24 11:53:59	2023-12-24 11:58:04	5
1	192.168.96.1	admin1	ddmir3	1410	2023-12-24 12:00:14	2023-12-24 12:23:45	5
1	192.168.96.1	admin1	ddmir3	1558	2023-12-24 12:23:47	2023-12-24 12:49:46	5
1	192.168.96.1	admin1	ddmir3	50	2023-12-24 13:51:18	2023-12-24 13:52:09	5
1	192.168.96.1	admin1	ddmir3	58	2023-12-24 13:52:55	2023-12-24 13:53:54	5
1	192.168.96.1	admin1	ddmir3	51	2023-12-24 13:54:09	2023-12-24 13:55:00	5
1	192.168.96.1	admin1	ddmir3	51	2023-12-24 13:55:23	2023-12-24 13:56:15	5
1	192.168.96.1	admin1	ddmir3	51	2023-12-24 13:56:30	2023-12-24 13:57:21	5
1	192.168.96.1	admin1	ddmir3	110	2023-12-24 13:57:34	2023-12-24 13:59:24	5
1	192.168.96.1	admin1	ddmir4	72510	2023-12-23 17:51:19	2023-12-24 13:59:50	5
1	192.168.96.1	admin1	ddmir4	134	2023-12-24 13:59:50	2023-12-24 14:02:05	5
1	192.168.96.1	admin1	ddmir4	102	2023-12-24 14:16:53	2023-12-24 14:18:35	5
1	192.168.96.1	admin1	ddmir4	93	2023-12-24 14:18:49	2023-12-24 14:20:22	5
1	192.168.96.1	admin1	ddmir4	27	2023-12-24 14:21:09	2023-12-24 14:21:37	5
1	192.168.96.1	admin1	ddmir4	227	2023-12-24 14:21:54	2023-12-24 14:25:42	5
1	192.168.96.1	admin1	ddmir4	89	2023-12-24 14:25:43	2023-12-24 14:27:12	5
1	192.168.96.1	admin1	ddmir4	58	2023-12-24 14:27:12	2023-12-24 14:28:11	5
1	192.168.96.1	admin1	ddmir4	309	2023-12-24 14:28:11	2023-12-24 14:33:21	5
1	192.168.96.1	admin1	ddmir4	230	2023-12-24 14:33:21	2023-12-24 14:37:11	5
