1	192.168.96.1	admin1	ddmir5	3259	2023-12-20 01:46:56	2023-12-20 02:41:15	5
1	192.168.96.1	admin1	ddmir5	98	2023-12-20 02:43:49	2023-12-20 02:45:28	5
1	192.168.96.1	admin1	ddmir5	1432	2023-12-20 02:46:50	2023-12-20 03:10:42	5
1	192.168.96.1	admin1	ddmir5	16284	2023-12-20 21:31:57	2023-12-21 02:03:22	5
1	192.168.96.1	admin1	ddmir5	30	2023-12-21 02:03:22	2023-12-21 02:03:52	5
1	192.168.96.1	admin1	ddmir5	103	2023-12-21 02:03:55	2023-12-21 02:05:39	5
1	192.168.96.1	admin1	ddmir5	206	2023-12-21 02:06:00	2023-12-21 02:09:26	5
1	192.168.96.1	admin1	ddmir5	343	2023-12-21 22:43:55	2023-12-21 22:49:39	5
1	192.168.96.1	admin1	ddmir5	29	2023-12-21 22:52:25	2023-12-21 22:52:54	5
1	192.168.96.1	admin1	ddmir5	100	2023-12-21 22:52:57	2023-12-21 22:54:37	5
1	192.168.96.1	admin1	ddmir5	39	2023-12-21 22:55:40	2023-12-21 22:56:19	5
1	192.168.96.1	admin1	ddmir4	411	2023-12-21 22:56:24	2023-12-21 23:03:15	5
1	192.168.96.1	admin1	ddmir4	174	2023-12-21 23:03:38	2023-12-21 23:06:33	5
1	192.168.96.1	admin1	ddmir5	178	2023-12-21 23:06:36	2023-12-21 23:09:34	5
1	192.168.96.1	admin1	ddmir5	37	2023-12-21 23:11:59	2023-12-21 23:12:37	5
1	192.168.96.1	admin1	ddmir3	785	2023-12-21 23:12:42	2023-12-21 23:25:47	5
1	192.168.96.1	admin1	ddmir3	125	2023-12-21 23:26:19	2023-12-21 23:28:25	5
1	192.168.96.1	admin1	ddmir3	470	2023-12-21 23:28:56	2023-12-21 23:36:47	5
1	192.168.96.1	admin1	ddmir3	383	2023-12-21 23:57:33	2023-12-22 00:03:56	5
1	192.168.96.1	admin1	九级心震	375	2023-12-22 00:04:54	2023-12-22 00:11:09	5
1	192.168.96.1	admin1	九级心震	133	2023-12-22 00:11:41	2023-12-22 00:13:55	5
1	192.168.96.1	admin1	九级心震	31	2023-12-22 00:15:18	2023-12-22 00:15:49	5
1	192.168.96.1	admin1	九级心震	149	2023-12-22 00:16:19	2023-12-22 00:18:49	5
1	192.168.96.1	admin1	九级心震	1248	2023-12-22 00:20:07	2023-12-22 00:40:55	5
1	192.168.96.1	admin1	九级心震	78	2023-12-22 00:41:18	2023-12-22 00:42:36	5
